rowID,file,Study_Name,Site_Name,PH,PH_Collection_Method,PH_mean,Organic_Carbon__percent,OC_mean,C.N_ratio,CN_mean,Sand__percent,Silt__percent,Clay__percent,sand_silt_clay_mean,ph_new,PHIHOX,CLYPPT,SLTPPT,SNDPPT,CECSOL,ORCDRC,phFinal,ClayFinal,SandFinal,SiltFinal,OCFinal,ESA,bio10_1,bio10_4,bio10_7,bio10_12,bio10_15,elevation,SnowMonths,SnowMonths_cat,Aridity,PETyr,PET_SD,SpeciesRichness,SpeciesRichnessUnit,Site_WetBiomass,Site_WetBiomassUnits,Site_Biomassm2,logBiomass,Site_Abundance,Site_AbundanceUnits,Sites_Abundancem2,logAbundance
3696,000_MarichalColombia,marichalcolombia,CTR30805,NA,NA,NA,NA,NA,NA,NA,18.9,43.4,37.7,no,NA,5.4,34.15614618,25.66777409,40.84053156,11.01328904,3.777408638,5.4,37.7,18.9,43.4,3.777408638,Herbaceous,24.9,565,7.5,3467,33,258,0,0,21545,1644,9.865765572,0,Number of species,NA,NA,NA,NA,0,Number of individuals,0,0
3697,000_MarichalColombia,marichalcolombia,CTR30901,NA,NA,NA,NA,NA,NA,NA,25.5,35.2,39.3,no,NA,5.4,33.99003322,26.17275748,40.17275748,10.35548173,3.493355482,5.4,39.3,25.5,35.2,3.493355482,Herbaceous,25,569,7.5,3352,32,248,0,0,21483,1651,9.725039482,2,Number of species,NA,NA,NA,NA,9,Number of individuals,48,3.891820298
3698,000_MarichalColombia,marichalcolombia,CTR30902,NA,NA,NA,NA,NA,NA,NA,20.2,36.6,43.2,no,NA,5.4,33.99003322,26.17275748,40.17275748,10.35548173,3.493355482,5.4,43.2,20.2,36.6,3.493355482,Herbaceous,25,569,7.5,3352,32,248,0,0,21483,1651,9.725039482,2,Number of species,NA,NA,NA,NA,62,Number of individuals,330.6666667,5.804130448
3699,000_MarichalColombia,marichalcolombia,CTR30903,NA,NA,NA,NA,NA,NA,NA,45.4,20.1,34.4,no,NA,5.400332226,33.15614618,26.00332226,41.34219269,11.35215947,3.046179402,5.400332226,34.4,45.4,20.1,3.046179402,Herbaceous,25,569,7.5,3287,32,244,0,0,21443,1656,9.772410393,0,Number of species,NA,NA,NA,NA,0,Number of individuals,0,0
3700,000_MarichalColombia,marichalcolombia,CTR30904,NA,NA,NA,NA,NA,NA,NA,43.5,27.5,29,no,NA,5.400332226,33.15614618,26.00332226,41.34219269,11.35215947,3.046179402,5.400332226,29,43.5,27.5,3.046179402,Herbaceous,25,569,7.5,3287,32,244,0,0,21443,1656,9.772410393,2,Number of species,NA,NA,NA,NA,13,Number of individuals,69.33333333,4.253245845
3701,000_MarichalColombia,marichalcolombia,CTR30905,NA,NA,NA,NA,NA,NA,NA,3.5,61.8,34.6,no,NA,5.400332226,33.15614618,26.00332226,41.34219269,11.35215947,3.046179402,5.400332226,34.6,3.5,61.8,3.046179402,Production - Herbaceous,25,569,7.5,3287,32,244,0,0,21443,1656,9.772410393,2,Number of species,NA,NA,NA,NA,14,Number of individuals,74.66666667,4.326337729
3702,000_MelmanUnpublished,akron,13,8.12,Unknown,no,0.78,no,NA,NA,NA,NA,NA,NA,8.12,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.12,26.48837209,35.34219269,38.50498339,0.78,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,6.088,g/m2,6.088,1.958403213,36,Individuals per m2,36,3.610917913
3703,000_MelmanUnpublished,akron,24,8.26,Unknown,no,0.74,no,NA,NA,NA,NA,NA,NA,8.26,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.26,26.48837209,35.34219269,38.50498339,0.74,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,2.192,g/m2,2.192,1.16064768,30.67,Individuals per m2,30.67,3.455369861
3704,000_MelmanUnpublished,akron,32,8.21,Unknown,no,0.76,no,NA,NA,NA,NA,NA,NA,8.21,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.21,26.48837209,35.34219269,38.50498339,0.76,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,12.584,g/m2,12.584,2.60889263,109.33,Individuals per m2,109.33,4.703475875
3705,000_MelmanUnpublished,akron,41,8.02,Unknown,no,0.71,no,NA,NA,NA,NA,NA,NA,8.02,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.02,26.48837209,35.34219269,38.50498339,0.71,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,13.408,g/m2,13.408,2.667783608,109.33,Individuals per m2,109.33,4.703475875
3706,000_MelmanUnpublished,akron,11,8.15,Unknown,no,0.85,no,NA,NA,NA,NA,NA,NA,8.15,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.15,26.48837209,35.34219269,38.50498339,0.85,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,73.04,g/m2,73.04,4.304605488,545.33,Individuals per m2,545.33,6.303223189
3707,000_MelmanUnpublished,akron,23,8.17,Unknown,no,0.82,no,NA,NA,NA,NA,NA,NA,8.17,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.17,26.48837209,35.34219269,38.50498339,0.82,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,44.976,g/m2,44.976,3.828119521,562.67,Individuals per m2,562.67,6.334468974
3708,000_MelmanUnpublished,akron,34,8.13,Unknown,no,0.79,no,NA,NA,NA,NA,NA,NA,8.13,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.13,26.48837209,35.34219269,38.50498339,0.79,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,47.08,g/m2,47.08,3.87286629,430.67,Individuals per m2,430.67,6.067661407
3709,000_MelmanUnpublished,akron,42,8.24,Unknown,no,0.86,no,NA,NA,NA,NA,NA,NA,8.24,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.24,26.48837209,35.34219269,38.50498339,0.86,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,36.4,g/m2,36.4,3.621670704,428,Individuals per m2,428,6.061456919
3710,000_MelmanUnpublished,akron,12,8.11,Unknown,no,0.79,no,NA,NA,NA,NA,NA,NA,8.11,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.11,26.48837209,35.34219269,38.50498339,0.79,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,10.68,g/m2,10.68,2.457877977,81.33,Individuals per m2,81.33,4.410735561
3711,000_MelmanUnpublished,akron,21,7.95,Unknown,no,0.85,no,NA,NA,NA,NA,NA,NA,7.95,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,7.95,26.48837209,35.34219269,38.50498339,0.85,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,0.632,g/m2,0.632,0.489806257,6.67,Individuals per m2,6.67,2.037316615
3712,000_MelmanUnpublished,akron,33,8.18,Unknown,no,0.79,no,NA,NA,NA,NA,NA,NA,8.18,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.18,26.48837209,35.34219269,38.50498339,0.79,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,12.584,g/m2,12.584,2.60889263,109.33,Individuals per m2,109.33,4.703475875
3713,000_MelmanUnpublished,akron,44,8.18,Unknown,no,0.9,no,NA,NA,NA,NA,NA,NA,8.18,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.18,26.48837209,35.34219269,38.50498339,0.9,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,0.984,g/m2,0.984,0.685115009,20,Individuals per m2,20,3.044522438
3714,000_MelmanUnpublished,akron,14,8.07,Unknown,no,0.88,no,NA,NA,NA,NA,NA,NA,8.07,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.07,26.48837209,35.34219269,38.50498339,0.88,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,0,g/m2,0,0,0,Individuals per m2,0,0
3715,000_MelmanUnpublished,akron,22,7.82,Unknown,no,0.87,no,NA,NA,NA,NA,NA,NA,7.82,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,7.82,26.48837209,35.34219269,38.50498339,0.87,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,25.656,g/m2,25.656,3.283014266,298.67,Individuals per m2,298.67,5.702681869
3716,000_MelmanUnpublished,akron,31,8.06,Unknown,no,0.98,no,NA,NA,NA,NA,NA,NA,8.06,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.06,26.48837209,35.34219269,38.50498339,0.98,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,6.392,g/m2,6.392,2.000398334,74.67,Individuals per m2,74.67,4.326381781
3717,000_MelmanUnpublished,akron,43,8.18,Unknown,no,0.9,no,NA,NA,NA,NA,NA,NA,8.18,7.615614618,26.48837209,38.50498339,35.34219269,21.49501661,0.785049834,8.18,26.48837209,35.34219269,38.50498339,0.9,Production - Herbaceous,10.1,9147,38.5,416,72,1383,0,0,3478,1170,61.77850342,NA,NA,0.608,g/m2,0.608,0.474991171,8,Individuals per m2,8,2.197224577
3718,000_Melody2012,melody,Melody_1,5.8,H20,no,NA,NA,NA,NA,NA,NA,NA,NA,5.8,5.483056478,17.32890365,35.50166113,47.33554817,17.38870432,5.218604651,5.8,17.32890365,47.33554817,35.50166113,5.218604651,Herbaceous,10,3459,12.6,969,21,86,0,0,14757,618,35.50938797,11,Number of species,195,g/m2,195,5.278114659,635,Individuals per m2,635,6.455198563
3719,000_Melody2012,melody,Melody_2,6.8,H20,no,NA,NA,NA,NA,NA,NA,NA,NA,6.8,5.483056478,17.32890365,35.50166113,47.33554817,17.38870432,5.218604651,6.8,17.32890365,47.33554817,35.50166113,5.218604651,Herbaceous with spare tree/shrub,10,3459,12.6,969,21,86,0,0,14757,618,35.50938797,9,Number of species,140,g/m2,140,4.94875989,555,Individuals per m2,555,6.320768294
3720,000_Melody2012,melody,Melody_3,6.2,H20,no,NA,NA,NA,NA,NA,NA,NA,NA,6.2,5.483056478,17.32890365,35.50166113,47.33554817,17.38870432,5.218604651,6.2,17.32890365,47.33554817,35.50166113,5.218604651,Herbaceous,10,3459,12.6,969,21,86,0,0,14757,618,35.50938797,10,Number of species,185,g/m2,185,5.225746674,544,Individuals per m2,544,6.300785795
3721,000_Melody2012,melody,Melody_4,6.5,H20,no,NA,NA,NA,NA,NA,NA,NA,NA,6.5,5.483056478,17.32890365,35.50166113,47.33554817,17.38870432,5.218604651,6.5,17.32890365,47.33554817,35.50166113,5.218604651,Herbaceous with spare tree/shrub,10,3459,12.6,969,21,86,0,0,14757,618,35.50938797,7,Number of species,91,g/m2,91,4.521788577,184,Individuals per m2,184,5.220355825
3722,000_Melody2012,melody,Melody_5,6.4,H20,no,NA,NA,NA,NA,NA,NA,NA,NA,6.4,5.483056478,17.32890365,35.50166113,47.33554817,17.38870432,5.218604651,6.4,17.32890365,47.33554817,35.50166113,5.218604651,Herbaceous,10,3459,12.6,969,21,86,0,0,14757,618,35.50938797,8,Number of species,107,g/m2,107,4.682131227,504,Individuals per m2,504,6.224558429
3723,000_Melody2012,melody,Melody_6,6.7,H20,no,NA,NA,NA,NA,NA,NA,NA,NA,6.7,5.483056478,17.32890365,35.50166113,47.33554817,17.38870432,5.218604651,6.7,17.32890365,47.33554817,35.50166113,5.218604651,Broadleaf deciduous forest,10,3459,12.6,969,21,86,0,0,14757,618,35.50938797,9,Number of species,156,g/m2,156,5.056245805,306,Individuals per m2,306,5.726847748
3724,000_Melody2012,melody,Melody_7,5,H20,no,NA,NA,NA,NA,NA,NA,NA,NA,5,5.483056478,17.32890365,35.50166113,47.33554817,17.38870432,5.218604651,5,17.32890365,47.33554817,35.50166113,5.218604651,Needleleaf evergreen forest,10,3459,12.6,969,21,86,0,0,14757,618,35.50938797,4,Number of species,72,g/m2,72,4.290459441,115,Individuals per m2,115,4.753590191
3725,000_Melody2012,melody,Melody_10,6.7,H20,no,NA,NA,NA,NA,NA,NA,NA,NA,6.7,5.483056478,17.32890365,35.50166113,47.33554817,17.38870432,5.218604651,6.7,17.32890365,47.33554817,35.50166113,5.218604651,Production - Herbaceous,10,3459,12.6,969,21,86,0,0,14757,618,35.50938797,5,Number of species,42,g/m2,42,3.761200116,309,Individuals per m2,309,5.736572297
3726,000_Melody2012,melody,Melody_11,6.3,H20,no,NA,NA,NA,NA,NA,NA,NA,NA,6.3,5.483056478,17.32890365,35.50166113,47.33554817,17.38870432,5.218604651,6.3,17.32890365,47.33554817,35.50166113,5.218604651,Production - Herbaceous,10,3459,12.6,969,21,86,0,0,14757,618,35.50938797,9,Number of species,36,g/m2,36,3.610917913,171,Individuals per m2,171,5.147494477
3727,000_MulderUnpublished,Mulder01,B264,3.3,KCl,no,NA,NA,1.491525424,no,NA,NA,NA,NA,4.3,5.200332226,4.169435216,10.67109635,85.3255814,8.362126246,1.355149502,4.3,4.169435216,85.3255814,10.67109635,1.355149502,Broadleaf deciduous forest,10.4,5501,22.3,770,12,29,0,0,10985,710,42.95507813,2,Number of species,15.18,g/m2,15.18,2.783775912,106,Individuals per m2,106,4.672828834
3728,000_MulderUnpublished,Mulder01,B265,3.6,KCl,no,NA,NA,2.132352941,no,NA,NA,NA,NA,4.6,4.849833887,4,7.671096346,89.32890365,8.365448505,2.525913621,4.6,4,89.32890365,7.671096346,2.525913621,Broadleaf deciduous forest,10.3,5293,21.4,833,14,15,0,0,11517,692,41.7459259,1,Number of species,1.78,g/m2,1.78,1.022450928,13,Individuals per m2,13,2.63905733
3729,000_MulderUnpublished,Mulder01,B267,3.4,KCl,no,NA,NA,2.300884956,no,NA,NA,NA,NA,4.4,4.632890365,3,5.50166113,91.83056478,11.08305648,6.623255814,4.4,3,91.83056478,5.50166113,6.623255814,Broadleaf deciduous forest,9.6,5363,21.1,854,16,20,0,0,11871,668,41.11028671,1,Number of species,0.29,g/m2,0.29,0.254642218,4,Individuals per m2,4,1.609437912
3730,000_MulderUnpublished,Mulder01,B268,3.1,KCl,no,NA,NA,2.857142857,no,NA,NA,NA,NA,4.1,4.783056478,4,5.667774086,90.32890365,12.93355482,6.406976744,4.1,4,90.32890365,5.667774086,6.406976744,Broadleaf deciduous forest,10.1,5182,19.9,867,16,17,0,0,11902,678,41.07006073,1,Number of species,1.13,g/m2,1.13,0.75612198,8,Individuals per m2,8,2.197224577
3731,000_MulderUnpublished,Mulder01,B274,3.5,KCl,no,NA,NA,2.682926829,no,NA,NA,NA,NA,4.5,5.049501661,3.50166113,8.671096346,87.83056478,9.196013289,1.742192691,4.5,3.50166113,87.83056478,8.671096346,1.742192691,Broadleaf deciduous forest,10.3,5374,21.8,799,13,18,0,0,11344,699,42.06765366,2,Number of species,0.83,g/m2,0.83,0.604315967,8,Individuals per m2,8,2.197224577
3732,000_MulderUnpublished,Mulder01,B276,2.9,KCl,no,NA,NA,3.010752688,no,NA,NA,NA,NA,3.9,5.049833887,3,10.49833887,87.49833887,14.59136213,3.754152824,3.9,3,87.49833887,10.49833887,3.754152824,Broadleaf deciduous forest,10.1,5255,20.5,764,14,14,0,0,11560,692,41.7459259,2,Number of species,1.21,g/m2,1.21,0.792992516,13,Individuals per m2,13,2.63905733
3733,000_MulderUnpublished,Mulder01,B282,3.2,KCl,no,NA,NA,2.018779343,no,NA,NA,NA,NA,4.2,5.199667774,7.332225914,13.67109635,79,11.04983389,2.486378738,4.2,7.332225914,79,13.67109635,2.486378738,Broadleaf deciduous forest,10.1,5572,22.3,798,14,17,0,0,10699,715,43.87189484,2,Number of species,0.75,g/m2,0.75,0.559615788,8,Individuals per m2,8,2.197224577
3734,000_MulderUnpublished,Mulder01,B283,3.1,KCl,no,NA,NA,2.941176471,no,NA,NA,NA,NA,4.1,4.733887043,3,10.16943522,87.49833887,10.89368771,2.693687708,4.1,3,87.49833887,10.16943522,2.693687708,Broadleaf deciduous forest,10.3,5522,22.3,781,12,35,0,0,10821,718,43.19304276,2,Number of species,1.38,g/m2,1.38,0.867100488,8,Individuals per m2,8,2.197224577
3735,000_MulderUnpublished,Mulder01,B497,4.3,KCl,no,NA,NA,0.686964828,no,NA,NA,NA,NA,5.3,5.400664452,8.50166113,15.67109635,76.49169435,15.55149502,4.462458472,5.3,8.50166113,76.49169435,15.67109635,4.462458472,Herbaceous,10.1,5603,22.4,776,14,22,0,0,10710,718,44.17735672,5,Number of species,25.63,g/m2,25.63,3.2820384,142,Individuals per m2,142,4.96284463
3736,000_MulderUnpublished,Mulder01,B498,4.7,KCl,no,NA,NA,1.767292176,no,NA,NA,NA,NA,5.7,5.683388704,10.83388704,21,68.49833887,12.88372093,2.672093023,5.7,10.83388704,68.49833887,21,2.672093023,Herbaceous,10.2,5339,21.1,799,13,8,0,0,11280,695,41.9631958,7,Number of species,69.25,g/m2,69.25,4.252060308,246,Individuals per m2,246,5.509388337
3737,000_MulderUnpublished,Mulder01,B499,4.5,KCl,no,NA,NA,0.892788758,no,NA,NA,NA,NA,5.5,5.383056478,4.833887043,11.00332226,84.49833887,10.35215947,2.469435216,5.5,4.833887043,84.49833887,11.00332226,2.469435216,Herbaceous,10.4,5248,21.2,799,15,9,0,0,11414,693,41.51731491,5,Number of species,23.54,g/m2,23.54,3.200304439,125,Individuals per m2,125,4.836281907
3738,000_MulderUnpublished,Mulder01,B500,4.7,KCl,no,NA,NA,1.69675531,no,NA,NA,NA,NA,5.7,4.733554817,4,11.16943522,85,10.58139535,5.70730897,5.7,4,85,11.16943522,5.70730897,Herbaceous,9.6,5475,21.5,823,16,29,0,0,11617,680,42.13140869,2,Number of species,9.88,g/m2,9.88,2.386926241,25,Individuals per m2,25,3.258096538
3739,000_MulderUnpublished,Mulder01,B501,4.4,KCl,no,NA,NA,1.242675222,no,NA,NA,NA,NA,5.4,5.149833887,7.830564784,12.17275748,80.49833887,13.04318937,2.381727575,5.4,7.830564784,80.49833887,12.17275748,2.381727575,Herbaceous,10.3,5418,21.9,799,13,18,0,0,11201,699,42.12308502,7,Number of species,69.88,g/m2,69.88,4.260988306,242,Individuals per m2,242,5.493061443
3740,000_MulderUnpublished,Mulder01,B502,4.3,KCl,no,NA,NA,1.606499168,no,NA,NA,NA,NA,5.3,5.649833887,9.50166113,13.50166113,77.99667774,18.05647841,5.951495017,5.3,9.50166113,77.99667774,13.50166113,5.951495017,Herbaceous,9.7,5349,20.7,819,17,4,0,0,11758,671,41.45772552,5,Number of species,14.79,g/m2,14.79,2.759376828,79,Individuals per m2,79,4.382026635
3741,000_MulderUnpublished,Mulder01,B503,4.9,KCl,no,NA,NA,1.380304729,no,NA,NA,NA,NA,5.9,5.7,6.49833887,18.50166113,75.99667774,10.52159468,1.60166113,5.9,6.49833887,75.99667774,18.50166113,1.60166113,Herbaceous,10.5,5182,20.7,779,16,9,0,0,11368,687,40.95958328,6,Number of species,51.17,g/m2,51.17,3.954507617,179,Individuals per m2,179,5.192956851
3742,000_MulderUnpublished,Mulder01,B504,4.6,KCl,no,NA,NA,1.396129364,no,NA,NA,NA,NA,5.6,6.132890365,18,21.50166113,60.99667774,18.55481728,6.294352159,5.6,18,60.99667774,21.50166113,6.294352159,Herbaceous,9.9,5399,21.4,811,16,0,0,0,11365,681,41.72753906,6,Number of species,45.08,g/m2,45.08,3.830379016,133,Individuals per m2,133,4.8978398
3743,000_MulderUnpublished,Mulder01,B505,4.5,KCl,no,NA,NA,1.392071278,no,NA,NA,NA,NA,5.5,5.233222591,9,13.67109635,77.82724252,15.38538206,6.211627907,5.5,9,77.82724252,13.67109635,6.211627907,Herbaceous,9.7,5355,21,831,17,9,0,0,11766,668,41.11028671,3,Number of species,25.63,g/m2,25.63,3.2820384,54,Individuals per m2,54,4.007333185
3744,000_MulderUnpublished,Mulder01,B506,3.9,KCl,no,NA,NA,2.255239571,no,NA,NA,NA,NA,4.9,5.049833887,4.49833887,9.50166113,86,12.90365449,6.486710963,4.9,4.49833887,86,9.50166113,6.486710963,Herbaceous,9.6,5428,21.2,809,17,15,0,0,11575,679,42.00884628,5,Number of species,37.21,g/m2,37.21,3.643097261,104,Individuals per m2,104,4.65396035
3745,000_MulderUnpublished,Mulder01,B604,4.4,KCl,no,NA,NA,1.147540984,no,NA,NA,NA,NA,5.4,5.683388704,13,17.50166113,70.32890365,13.87043189,2.86744186,5.4,13,70.32890365,17.50166113,2.86744186,Herbaceous,9.9,5630,22.4,821,15,37,0,0,11035,705,43.40338898,6,Number of species,124.08,g/m2,124.08,4.828953533,425,Individuals per m2,425,6.054439346
3746,000_MulderUnpublished,Mulder01,B605,6.5,KCl,no,NA,NA,0.919282511,no,NA,NA,NA,NA,7.5,6.183056478,15.33222591,20.50498339,64.1627907,16.52159468,4.040863787,7.5,15.33222591,64.1627907,20.50498339,4.040863787,Herbaceous,9.9,5037,18.6,823,21,3,0,0,13238,599,37.37302399,8,Number of species,130.88,g/m2,130.88,4.881892418,592,Individuals per m2,592,6.385194399
3747,000_MulderUnpublished,Mulder01,B606,6.9,KCl,no,NA,NA,0.974989402,no,NA,NA,NA,NA,7.9,5.783388704,13.49833887,20.00664452,65.99667774,16.70099668,2.754817276,7.9,13.49833887,65.99667774,20.00664452,2.754817276,Herbaceous,10.2,5203,20.2,835,15,6,0,0,11666,690,41.62431335,2,Number of species,158.5,g/m2,158.5,5.072043922,500,Individuals per m2,500,6.216606101
3748,000_MulderUnpublished,Mulder01,B607,7.1,KCl,no,NA,NA,1.082677165,no,NA,NA,NA,NA,8.1,6.682724252,20.83056478,17.33887043,62.49833887,16.02325581,2.348172757,8.1,20.83056478,62.49833887,17.33887043,2.348172757,Herbaceous,10.4,4937,18.7,833,22,2,0,0,12585,615,36.91008377,1,Number of species,77.38,g/m2,77.38,4.361568793,267,Individuals per m2,267,5.590986981
3749,000_MulderUnpublished,Mulder01,B608,6.7,KCl,no,NA,NA,1.03871577,no,NA,NA,NA,NA,7.7,5.8,13,18.50166113,68.49833887,17.19269103,4.532225914,7.7,13,68.49833887,18.50166113,4.532225914,Herbaceous,9.7,5291,20.2,832,18,3,0,0,12189,653,40.37627029,1,Number of species,78.25,g/m2,78.25,4.372607413,300,Individuals per m2,300,5.707110265
3750,000_MulderUnpublished,Mulder01,B609,4,KCl,no,NA,NA,1.015625,no,NA,NA,NA,NA,5,5.8,13,18.50166113,68.49833887,17.19269103,4.532225914,5,13,68.49833887,18.50166113,4.532225914,Herbaceous,9.7,5291,20.2,832,18,3,0,0,12189,653,40.37627029,1,Number of species,72.92,g/m2,72.92,4.302983427,308,Individuals per m2,308,5.733341277
3751,000_MulderUnpublished,Mulder01,B610,6.8,KCl,no,NA,NA,1.283482143,no,NA,NA,NA,NA,7.8,6.083056478,12,20.00332226,67.83056478,15.02657807,4.534883721,7.8,12,67.83056478,20.00332226,4.534883721,Herbaceous,10.2,5033,19,846,21,5,0,0,12818,628,38.36520386,1,Number of species,115.88,g/m2,115.88,4.761147767,383,Individuals per m2,383,5.950642553
3752,000_MulderUnpublished,Mulder01,B611,6.9,KCl,no,NA,NA,1.101169993,no,NA,NA,NA,NA,7.9,5.433554817,10.83056478,16.00332226,73.99667774,11.86710963,2.120930233,7.9,10.83056478,73.99667774,16.00332226,2.120930233,Herbaceous,10,5480,21.9,823,15,10,0,0,11031,698,42.84241104,1,Number of species,170.92,g/m2,170.92,5.147029252,492,Individuals per m2,492,6.200509174
3753,000_MulderUnpublished,Mulder01,B612,5.8,KCl,no,NA,NA,1.061141991,no,NA,NA,NA,NA,6.8,5.450166113,8,15.00664452,77.32890365,10.37541528,1.951827243,6.8,8,77.32890365,15.00664452,1.951827243,Herbaceous,10.4,5464,22.2,779,12,18,0,0,11038,703,42.38210678,1,Number of species,125.04,g/m2,125.04,4.836599317,413,Individuals per m2,413,6.025865974
3754,000_MulderUnpublished,Mulder01,B613,7.1,KCl,no,NA,NA,1.203501094,no,NA,NA,NA,NA,8.1,6.749833887,22.66112957,35.66777409,41.66777409,17.84385382,4.488039867,8.1,22.66112957,41.66777409,35.66777409,4.488039867,Herbaceous,10.4,5056,19.6,833,19,3,0,0,12146,643,38.59934998,1,Number of species,58,g/m2,58,4.077537444,229,Individuals per m2,229,5.438079309
3755,000_MulderUnpublished,Mulder01,B614,7.2,KCl,no,NA,NA,1.175917215,no,NA,NA,NA,NA,8.2,6.383056478,18,28.00332226,54.49833887,14.34883721,2.574750831,8.2,18,54.49833887,28.00332226,2.574750831,Herbaceous,10.4,5025,19.4,833,20,2,0,0,12182,637,38.08205795,1,Number of species,120.92,g/m2,120.92,4.803365092,463,Individuals per m2,463,6.139884552
3756,000_MulderUnpublished,Mulder01,B615,7.2,KCl,no,NA,NA,1.060670344,no,NA,NA,NA,NA,8.2,6.449501661,19.83388704,28.50498339,51.49833887,16.0166113,2.329568106,8.2,19.83388704,51.49833887,28.50498339,2.329568106,Herbaceous,10.4,5021,19.4,835,20,3,0,0,12201,636,38.06354523,1,Number of species,87.13,g/m2,87.13,4.478812997,275,Individuals per m2,275,5.620400866
3757,000_MulderUnpublished,Mulder01,B616,7.4,KCl,no,NA,NA,1.237623762,no,NA,NA,NA,NA,8.4,6.383388704,21,28.8372093,49.99667774,18.68438538,3.423255814,8.4,21,49.99667774,28.8372093,3.423255814,Herbaceous,10.4,5098,19.9,826,18,1,0,0,12092,650,39.03381729,1,Number of species,60.71,g/m2,60.71,4.122445992,267,Individuals per m2,267,5.590986981
3758,000_MulderUnpublished,Mulder01,B617,7,KCl,no,NA,NA,1.153374233,no,NA,NA,NA,NA,8,6.41627907,25.49833887,31.83388704,43.66445183,20.84385382,6.466445183,8,25.49833887,43.66445183,31.83388704,6.466445183,Herbaceous,10.4,5024,19.4,837,20,0,0,0,12290,633,38.05724716,0,Number of species,25.83,g/m2,25.83,3.289520664,113,Individuals per m2,113,4.736198448
3759,000_MulderUnpublished,Mulder01,B640.01,3.1,KCl,no,NA,NA,2.401746725,no,NA,NA,NA,NA,4.1,5.3,4,9.504983389,86.49501661,14.88372093,7.715614618,4.1,4,86.49501661,9.504983389,7.715614618,Herbaceous with spare tree/shrub,9.7,5465,21.6,821,16,16,0,0,11464,683,42.35654068,0,Number of species,3,g/m2,3,1.386294361,13,Individuals per m2,13,2.63905733
